"year","make","model","trim"
2020,Toyota,Sienna,XLE 7-Passenger Auto Access Seat
2020,Toyota,Sienna,XLE 8-Passenger
2020,Toyota,Sienna,XLE Premium 7-Passenger
2020,Toyota,Sienna,XLE Premium 8-Passenger
2020,Toyota,Tacoma,Limited
2020,Toyota,Tacoma,SR5
2020,Toyota,Tacoma,TRD Sport
2020,Toyota,Tundra,"1794 Edition"
2020,Toyota,Tundra,Limited
2020,Toyota,Tundra,Platinum
2020,Toyota,Tundra,SR5
2020,Toyota,Tundra,TRD Pro
2020,Toyota,Yaris,LE
2020,Toyota,Yaris,XLE
2020,Volvo,S60,T5 Inscription
2020,Volvo,S60,T5 R-Design
2020,Volvo,S60,T6 Inscription
2020,Volvo,S60,T6 R-Design
2020,Volvo,V60,T5 Inscription
2020,Volvo,V60,T5 Momentum
2020,Volvo,V60,T5 R-Design
2020,Volvo,V60 Cross Country,T5
2020,Volvo,XC40,T4 Inscription
2020,Volvo,XC40,T4 Momentum
2020,Volvo,XC40,T4 R-Design
2020,Volvo,XC40,T5 Inscription
2020,Volvo,XC40,T5 Momentum
2020,Volvo,XC40,T5 R-Design
2020,Volvo,XC60,T6 Inscription
2020,Volvo,XC60,T8 eAWD Inscription
2020,Volvo,XC90,T5 Momentum
2020,Volvo,XC90,T5 R-Design
2020,Volvo,XC90,T6 Inscription 6-Passenger
2020,Volvo,XC90,T6 Inscription 7-Passenger
2020,Volvo,XC90,T6 Momentum 6-Passenger
2020,Volvo,XC90,T6 Momentum 7-Passenger
2020,Volvo,XC90,T6 R-Design
2020,Volvo,XC90,T8 eAWD Inscription 6-Passenger
2020,Volvo,XC90,T8 eAWD R-Design
